Date,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value
1985-10-31,60.963442701,80.639162887,62.839655432,67.587897825,47.275471747,44.536035089,61.159439571,53.077183585,61.94056992,56.80379151,52.958435376,56.806629494,47.083221301,53.442574239,53.097408623,60.391511844,53.846689607,69.747499347,56.22710131,54.178627002,51.974693265,40.68875895,49.817420304,67.254612664,59.27513737,52.834210826,56.754518463,61.954099905,59.228399346,54.057082215,64.819071026,56.188444601,55.646637241,69.77740407,51.420858217,78.154193317,39.927547274,54.88101857,49.414914103,56.872611212,57.394361587,58.268607841,76.538218387,50.06308133,52.927023638,55.802746215,40.992646648,61.465300635,47.675336885,61.794160058
1985-11-30,61.27535442,80.341702842,62.875660247,67.662895315,47.285503778,44.89760976,61.957922297,53.568393838,61.68319442,56.866149926,53.271528446,56.757263075,47.164129991,53.694560243,53.034990251,60.363734855,54.05464731,69.166639487,57.018145111,54.544631995,53.077561317,40.838768083,50.003085029,67.031146805,59.322834064,53.362464878,56.842834549,62.24562415,60.212739241,54.845386752,65.224835658,56.880630827,55.732873676,69.514204655,51.29716133,77.383663071,39.949429957,55.183756136,50.245606204,56.989308053,57.539969242,58.365343602,76.189826029,50.0209534,53.12857782,55.812448784,40.905950062,60.962267219,47.717804038,61.864375354
1985-12-31,61.48702964,80.229182945,62.94581549,67.663287991,47.361907102,45.332949752,62.606028593,54.144163949,61.454586053,57.025945373,53.543138864,56.656943103,47.245492085,53.944181737,53.115615828,60.372838329,54.206490297,68.828750677,57.600795682,54.982112637,53.970175199,40.901698593,50.083409327,66.955760133,59.340515631,53.885790219,56.944111356,62.511913864,61.185085407,55.490640908,65.667827436,57.794134457,55.822358861,69.394570378,51.316996649,76.94033337,39.722359991,55.385506289,50.935590786,57.150437007,57.611399641,58.574237967,75.803672041,49.974137679,53.363651629,55.913428878,40.969181068,60.945240421,47.874165542,61.897700777
1986-01-31,61.571281448,80.212378167,63.106863245,67.608713895,47.474492773,45.665573974,63.340918883,54.705637187,61.536529937,57.234999001,53.854008375,56.481323134,47.270953331,54.069639038,53.260728538,60.379612038,54.182160331,68.982853923,57.998464312,55.275047817,54.776296046,40.972200905,50.068036681,67.120041303,59.306705302,54.347327667,56.944449502,62.764654118,62.177101893,56.176926884,66.008430133,58.68379399,55.913231625,69.446587764,51.577375221,76.97749527,39.309729084,55.541807757,51.535699007,57.322120496,57.616689015,58.912344832,75.684281063,49.940204861,53.681935682,56.081546473,41.134791145,61.278062102,48.10493431,61.733855816
1986-02-28,61.770711936,80.279150307,63.411324344,67.553280068,47.747802117,45.863866404,64.423030391,55.254865283,62.009904153,57.369943575,54.258564272,56.316299383,47.373612446,54.132778293,53.355836677,60.577014906,54.196935983,69.422944917,58.324137553,55.475992743,55.651177471,41.082107582,49.725040174,67.475018229,59.270950908,54.699170391,56.82585508,63.032385698,63.120135285,56.970052269,66.286078246,59.481015634,56.076231773,69.628270034,51.940948494,77.280091685,38.871755127,55.754747382,52.093517957,57.505195248,57.579821971,59.310175066,75.565493183,49.960953217,54.102359595,56.413628033,41.242574708,61.73785646,48.334049834,61.34740424
1986-03-31,62.260411563,80.394615627,63.971193657,67.718193562,48.1251362,46.039370481,65.883784314,55.785902196,62.576535156,57.576088005,54.639057782,56.291791126,47.688620983,54.368928265,53.381226966,60.950444241,54.438157358,69.919904112,58.685111688,55.735611239,56.639082324,41.390344766,49.026109959,67.850633508,59.479915512,54.909146235,56.701902259,63.328171284,64.121709846,57.857299059,66.520472747,60.329055091,56.380102483,69.913373909,52.250969452,77.677478164,38.613605221,56.096125931,52.729137491,57.652690578,57.510234852,59.682710351,75.671938009,50.106286463,54.61048632,56.781082425,41.251623909,62.183071033,48.52920601,60.864560201
1986-04-30,62.761391567,80.544233216,64.744618188,68.026225111,48.44725137,46.203762244,67.511054227,56.32592511,62.834049764,57.96754678,54.828728793,56.574299418,48.181733415,55.021399255,53.431990792,61.373528702,54.743278765,70.325625246,59.199521047,56.219852147,57.591994377,41.835723467,48.889403217,68.056567539,59.958615131,54.953733465,56.609337281,63.58231057,65.306795114,58.803944232,66.687911672,61.275952012,56.915375039,70.237727475,52.454202592,77.963033066,38.939279103,56.643582903,53.625624245,57.879083092,57.429049135,60.056620621,76.279044362,50.344426019,55.186483817,57.102740916,41.467896637,62.578826918,48.741179806,60.423662983
1986-05-31,62.994016343,80.639947335,65.407880402,68.194883306,48.80924876,46.270730075,69.21066361,56.958689444,63.182419987,58.413591069,54.858274803,57.054344575,48.800628444,55.979788865,53.572215005,61.761792712,55.117209923,70.418555301,59.903282329,56.905209905,58.55143549,42.178128624,49.740893137,68.006280728,60.48489796,54.799405475,56.544241542,63.721449493,66.66507102,60.039379939,66.783891062,62.360697763,57.560652319,70.483694771,52.892033528,77.88325591,39.671823092,57.403226884,54.798279927,58.362705216,57.317460562,60.371204549,76.616830638,50.509571762,55.876819958,57.595519122,41.827334548,63.024772103,49.056105139,60.138457774
1986-06-30,63.031280408,80.439272247,65.701501553,68.19725686,49.2972836,46.209987161,71.099775414,57.675777438,63.552310441,58.834352637,54.836208581,57.377589441,49.440098712,56.655160181,53.714701876,62.050760538,55.560533759,70.06328707,60.756397004,57.598122171,59.763488281,42.834129721,50.762772042,67.792063013,61.018515188,54.424605685,56.471775587,63.714721754,68.185453748,61.764218668,66.813911538,63.336852308,57.997281363,70.48687414,53.583123597,77.472534464,40.166716905,58.38751075,56.194604864,58.970976082,57.140433814,60.642233129,76.466032369,50.495490222,56.726399136,58.272699353,41.821069602,63.586592528,49.381377606,60.01867094
1986-07-31,63.366144614,79.786460025,65.658615404,68.186115576,49.719083673,46.118963585,73.148148673,58.431905915,63.845283403,59.151991011,54.806301913,57.422966814,50.008802587,56.84764136,53.785016579,62.245936363,55.815589004,69.244423014,61.707532432,58.174415678,61.042927128,43.709493371,51.321181893,67.571616539,61.552030678,53.851326933,56.739850802,63.555112911,69.678285399,63.46826498,66.844706511,64.379423886,58.355760377,70.206584515,54.02520523,76.929127989,40.164912496,59.483268742,57.812808947,59.464232824,56.965759051,60.948056146,76.203327141,50.304323874,57.663866248,58.909789686,41.653922915,64.125420095,49.544816079,59.897080152
1986-08-31,63.942674736,78.894185457,65.233383672,68.347986584,49.982437411,46.052810009,75.220457251,59.180343955,64.015863247,59.150825798,54.895310232,57.33159706,50.325480423,56.803588982,53.765852731,62.34011642,55.871900752,68.331511763,62.615096999,58.688169372,62.044429272,44.208469835,51.192467439,67.468159939,61.739158864,53.161773232,57.344089394,63.444855193,70.859739694,64.466277262,66.918046317,65.067682569,58.734073692,69.76490657,54.048659549,76.325341478,39.731560388,60.259794282,59.504288585,59.7192045,56.915417521,61.129667673,75.712976565,50.112584321,58.625828325,59.359312347,41.838109557,64.463934439,49.520223497,59.648075909
1986-09-30,64.211955468,78.020424236,64.455726381,68.622991536,50.132553747,45.98385756,77.221090494,59.75630468,63.923556197,59.187602607,55.26060036,57.263873774,50.461474654,56.802593678,53.564231388,62.345560887,56.007388139,67.935738648,63.460793251,59.22997661,62.804786969,44.302243998,50.730858778,67.483296109,61.688906844,52.535302895,57.739290061,63.537508162,71.902225196,65.208407883,67.008468479,65.658094196,58.933723202,69.299673857,54.067973389,75.650287484,39.185025742,60.719418182,61.224053701,59.664831418,57.093863638,61.212145788,75.0275447,50.008450367,59.525577449,59.721283221,42.151176429,64.585901305,49.350078618,59.329884435
1986-10-31,64.301345497,77.285317204,63.805980967,68.729301165,50.424692981,45.884684665,79.02331144,60.230614045,63.777719069,59.482412849,55.833109349,57.198917386,50.6759674,56.935723779,53.252927471,62.346744915,56.373978822,67.753492769,64.32257532,59.76505193,63.731005991,44.313769074,50.752662904,67.602069555,61.77905619,52.116093104,57.773350714,63.712955155,73.116500516,66.500355914,67.127628768,66.717324357,59.062747307,68.920227773,54.307248234,74.947352589,39.130302029,61.183126858,63.184103619,59.463858727,57.509414535,61.45635204,74.475598237,49.896129933,60.258759315,60.035986943,42.239349902,64.551226948,49.23803818,59.027214826
1986-11-30,64.476498802,76.694088848,63.930694098,68.639615027,50.819851472,45.726893739,80.573076175,60.837500445,63.854042336,59.842513262,56.392884794,57.084340884,50.931370847,57.07169298,53.090682918,62.383770377,56.731389279,67.40818063,65.22415428,60.247746455,64.669760622,44.591143794,51.155883352,67.78125541,61.960389901,51.930334837,57.625418726,63.855548994,74.209648867,68.061198022,67.229234427,67.823594736,59.172760997,68.700500456,54.468895443,74.335388912,39.513959602,61.697808924,65.381388493,59.408450844,57.985189476,61.911157114,74.109194813,49.836952538,60.878308406,60.301772271,42.171666182,64.403499198,49.26497272,58.706565614
